qsp_filename,reference_number,ndid_document_control_no,title_of_reference
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A15,,"NDSOD Physical Security Technical Standards C-09-008-003/FP-000 Ammunition and Explosives Procedural Manual - Explosive A16 Ordnance Disposal - Disposal of Stray Ammunition C-71-159-E00/MM-000 First Line Maintenance Instructions Machine-Gun, .50 calibre, A17 M2HB, QCB kit, Blank Firing Attachment (BFA) NSN 1005-21-900-5819"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A18,,Safety and Environment Management System
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A19,,Naval Force Protection SOPS 4.0
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A20,,CFCD-108
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A21,,SAR Seamanship Reference Manual (Canadian Coast guard)
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A22,,MARTI 9100 Series
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A23,,MARTI 9000 Series
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A24,,"CGC RHIOT Manual, www.ccga-pacific .org/ccga-p/resources/training/rhiot-manual/pdf DRMIS Support Training Binder, A25 http://admmat.mil.ca/dgmepm/COSMEPM/en/nem_33_e.asp C-71-318-000/MM-001 First Line Maintenance Instructions Pistol, 9 Mm, Sig Sauer, A26 Model P225 C-71-295-000/MN-000 Second/Third Line Maintenance Instructions Rifle, 5.56 mm, A27 Automatic, C7 and C7A1 Carbine, 5.56 mm, Automatic, C8"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A28,,MAINTENANCE MANUAL 24 FT. RIGID INFLATABLE BOAT C-23-343-000/MS-001
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A29,,Operator Instructions 24 FT. Rigid Inflatable boat C-23-343-000/MB-001
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A30,,C‐28‐400‐000/MS‐001 Rigid Inflatable Boat Davit Type HSA 2300
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A31,,TACTICAL COXSWAIN COURSE
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A32,C-70-345-000/NY-Z01,"Heavy Machine Gun System, .50 Calibre"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B1,,Response boat tactics techniques and procedures manual (rbttp) Ref awaiting approvial.
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B2,,"MTP1(D),Vol2 Multinational Maritime Tactical Signal and Maneuvering Book Navy Maintainer Portal Exercise Booklet"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B3,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/Navy_Maintainer_Portal_Exercise_Booklet.pdf DRMIS Introduction B4 http://masis-trg.mil.ca/top_menu/04/01/ma01/NVSS/01/0100_NMP_Introduction.ppt DRMIS Overview
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B5,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/02/0200_NMP_DRMIS_Overview.ppt Portal Navigation
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B6,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/03/0300_NMP_Portal%20Navigation.ppt Introduction to Maintenance in the DRMIS Portal B7 A – 1/2
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B9,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/05/0500_NMP_Corrective%20Maintenance.ppt http://masis- B10 trg.mil.ca/top_menu/04/01/ma01/NVSS/06/0600_NMP_Preventive%20Maintenance.ppt Equipment Transfers
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B11,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/07/0700_NMP_Equipment%20Transfer.ppt
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C1,,3A0248D Graco Project Painter Plus Operation Manual
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C2,,IHSA Hoisting and Rigging Safety Manual
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C3,,"ABCO 32,Patrol Operator Training Manual"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C4,,"GPS & DGPS, Made easy, Fisheries and Oceans, Coast Guard"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C5,,Ray marine Ray Nav 300 GPS Operation Manual A CAF or other official Canadian government publication B Official Allied Force or Allied government publication C Commercial publication D Other A – 2/2
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B9,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/05/0500_NMP_Corrective%20Maintenance.ppt http://masis- B10 trg.mil.ca/top_menu/04/01/ma01/NVSS/06/0600_NMP_Preventive%20Maintenance.ppt Equipment Transfers
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,B11,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/07/0700_NMP_Equipment%20Transfer.ppt
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C1,,3A0248D Graco Project Painter Plus Operation Manual
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C2,,IHSA Hoisting and Rigging Safety Manual
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C3,,"ABCO 32,Patrol Operator Training Manual"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C4,,"GPS & DGPS, Made easy, Fisheries and Oceans, Coast Guard"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,C5,,Ray marine Ray Nav 300 GPS Operation Manual A CAF or other official Canadian government publication B Official Allied Force or Allied government publication C Commercial publication D Other A – 2/2
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A1,,CFCD 105(B) Seamanship Rigging and Procedures Manual
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A2,,Ship Standing Orders Amendment List 9 change 5 dated 2017-06-09
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A3,D-23-003-005/SF-002,Specification for maintenance painting of HMC Ships
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A4,B-GL-381-001/TS-001,Operational Training - Training Safety
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A5,,NCPM 704 Heavy Machine Gun Drills and Procedures Manual
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A6,B-GL-361-008/FP-003,Engineer Field Manual Vol 8 Part 2
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A7,B-GL-320-009/FP-001,Engineer Field Manual Vol 9 Demolition PART Ill Arms
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A8,B-GL-385-005/PT-001,"Weapons Vol 5, The Machine Gun .50 Cal M2"
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A9,B-GL-382-001/FP-001,Canadian Forces Operational Shooting Programme
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A10,C-70-159-000/MM-000,"First Line Maintenance Instructions .50 Cal Machine Gun NAVORD 4995-1 Safety Firing Orders for Naval Close Engagement Ammunition A11 Simulation System for Ships C-09-008-003/FP-000 Ammunition and Explosives Procedural Manual - Explosive A12 Ordnance Disposal - Disposal of Stray Ammunition C-71-159-E00/MM-000 First Line Maintenance Instructions Machine-Gun, .50 calibre, A13 M2HB, QCB kit, Blank Firing Attachment (BFA) NSN 1005-21-900-5819"
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A14,,Safety and Environment Management System (SEMS) B-GN-108-000/FP-001 – CFCD 108 – Naval Boarding and Force Protection Operations A15 Manual
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A16,,Maintenance manual 24 FT. Rigid inflatable boat C-23-343-000/MS-001 B-GN-002-000/RQ-001 – CFCD 102(M) – Royal Canadian Navy A17 Combat Readiness I Training Requirements
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A18,D-23-003-005/SF-002,Specification For Maintenance Painting Of HMC Ships
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A19,,STG(A) – Maritime Tactical Planner Handbook (Ver 1)
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,A20,B-GL-334-001/FP-001,Standing Operating Procedures (SOP) For Land Operations Response boat tactics techniques and procedures manual (RBTTP) Ref awaiting B1 approval.
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,B2,,"MTP1(D),Vol2 Multinational Maritime Tactical Signal and Maneuvering Book Navy Maintainer Portal Exercise Booklet"
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,B3,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/Navy_Maintainer_Portal_Exercise_Booklet.pdf DRMIS Introduction B4 http://masis-trg.mil.ca/top_menu/04/01/ma01/NVSS/01/0100_NMP_Introduction.ppt DRMIS Overview
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,B5,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/02/0200_NMP_DRMIS_Overview.ppt Portal Navigation
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,B6,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/03/0300_NMP_Portal%20Navigation.ppt Introduction to Maintenance in the DRMIS Portal B7 http://masis- B8 trg.mil.ca/top_menu/04/01/ma01/NVSS/04/0400_NMP_Intro%20to%20Maintenance.ppt Corrective Maintenance
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,B9,,http://masis- trg.mil.ca/top_menu/04/01/ma01/NVSS/05/0500_NMP_Corrective%20Maintenance.ppt http://masis- B10 trg.mil.ca/top_menu/04/01/ma01/NVSS/06/0600_NMP_Preventive%20Maintenance.ppt
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,B11,,Equipment Transfers A – 1/2
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,C1,,IHSA Hoisting and Rigging Safety Manual A CAF or other official Canadian government publication B Official Allied Force or Allied government publication C Commercial publication D Other A – 2/2
MARPAC-869307-v2-RQ-PO2_BOSN_QSP.pdf,C1,,IHSA Hoisting and Rigging Safety Manual A CAF or other official Canadian government publication B Official Allied Force or Allied government publication C Commercial publication D Other A – 2/2
MARPAC-RDIMS-613801-v1-QSP-Submarine_Dived_Navigator_2.pdf,A1,,CFCD 130 – Canadian Navigation Manual
MARPAC-RDIMS-613801-v1-QSP-Submarine_Dived_Navigator_2.pdf,A2,CFCD110,– Submarine Operating Instructions
MARPAC-RDIMS-613801-v1-QSP-Submarine_Dived_Navigator_2.pdf,A3,,VCEOPs – Victoria Class Emergency Operating Procedures NCPM 411 – Naval Combat Procedures Victoria Class Standard Tactical A4 Operating Procedures (STOPS)
MARPAC-RDIMS-613801-v1-QSP-Submarine_Dived_Navigator_2.pdf,B1,,Admirality Manaual of Navigation – BR 45 Vol 3
MARPAC-RDIMS-613801-v1-QSP-Submarine_Dived_Navigator_2.pdf,B2,,USN SSN Navigation Handbook (RLGN 3rd edition)
MARPAC-RDIMS-613801-v1-QSP-Submarine_Dived_Navigator_2.pdf,B3,,ATP 18 – Alleid Manual of Submarine Operations
MARPAC-RDIMS-613801-v1-QSP-Submarine_Dived_Navigator_2.pdf,B4,,SMP 108 – Upholder Command Tactical Guidance 1/16
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A1,,CFCD 102 Maritime Command Combat Readiness Requirements
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A2,,CFCD 106 Maritime Tactical Orders
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A3,,CFCD 107 Maritime Command Communications Orders
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A4,,CFCD 114 Canadian Maritime EW Orders
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A5,,MARCOD 43-02 Radio Frequency (RF) Hazards (RADHAZ) Safety Policy and Procedures
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A6,,MARCORD 46-01 Missile Firing Policy and Process
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A7,,MARCORD 46-02 Weapons Systems Certification Policy
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A8,,MARCORD 46-03 Safety Firing Orders for Ships and Submarines
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A9,,MARCORD 46-04 Weapons Keys Policy for Ships
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A10,,NCPM 701 Halifax Class AAW Drills and Procedures Manual
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A11,C-09-153/TS-000,Explosives Safety Manual
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A12,,C-74-300-A01/Nj-000 Identification of Ammunition
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A13,,CFCD 111 Canadian Standards Operating Procedures & Guidance Manual for Maritime Tactical Data Link
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A14,C-74-315-NAD/TA-000,Ammunition Shield II Decoy 100mm
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A15,,MARLANTORD 44-4 Requests for Service Support
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A16,,C-17-912-000/Mm-001 Technical Maintenance
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A17,,Sea Training Guide
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A18,,National Defence Security Instructions (NDSI)
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A19,,NEWC Secure Website
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A20,C-58-251-000/MB-001,ESM Set AN/SLQ-501
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A21,C-58-251-000/MB-201,System Operation (CANEWS)
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A22,,MARPACORD 45-8 Request for Service Support
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A23,,DND Message Drafting Software
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A24,C-58-258-000/MS-003,Shield II Type 200 Chaff Decoy
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A25,,MARCORD 71-11 Post Deployment Reporting (PDR)
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A26,B-GT-D35-001/AG-000,Management of the Radio Frequency Spectrum A27
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A28,C-06-050-029/AD-000,Antenna and Radio Propagation
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A29,CF1497,Maritime Intercept Report
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A30,,MARLANTORD 71011 Post Deployment Reports
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A31,,Halifax Class Combat System Software (CCS) Document
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A32,,MARCORD 59-1 Guidance for the Deployment of Portable Intelligence Systems
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A33,,NOSTP 200
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A34,,Trinity Website
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A35,,Secure MIPS Website
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A36,,Ship’s Standing Orders
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A37,,Direction Finder Set AN/SRD-504
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A38,,MCION Secure Website
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A39,C-70-374-000/MS-002,Mk 15 Close Weapon System
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A40,,Electronic Warfare Support Software (EWSS) Removable Hard-Drive
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A41,,Canadian Forces Electronic Warfare Data Base (CFEWDB)
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A42,,Naval Intercept Data Base (NEDB)
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A43,,NEWC USSID 351 Handbook
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A44,,Naval Electronic Warfare Data Base (NEWDB) Chap 3 and 4: 15 Jan 13 Version No:2.7 MITE Crse ID:XXXXXX
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A50,,B-G G-005-004/DF-005 Use of Force
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A51,,MAOP 331 Handbook of the Law of Naval Operations
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A56,,Communications ESM Handbook
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A57,,Pro User Guide
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A58,,MARCORD 48-05 Frequency Management Policy
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,A59,,MARCORD 48-03 Naval Tactical data Link Policy A60
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B1,,ACP 125
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B2,,ADATP 1.1 (Link)
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B3,,AKAC 1553
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B4,,AMSC TC 609
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B6,,AMSC TC 1800
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B7,,AMSH 1707
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B8,,APP 11 NATO Message Catalogue
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B9,,ATP 1 (Vol 1) Allied Maritime tactical Instructions & Procedures
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B10,,ATP-29 NATO Maritime Unit data & Equipment List
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B11,,ATP-31 NATO Above Water Warfare Manual
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B12,,AXP-2 Allied Exercise Publication
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B13,,AXP 5 NATO Experimental Tactics & Amplifying Tactical Instructions
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B14,,AXP 5(SE Supp) Secret Extrac Supp To NATO Experimental Tactics & Amplifying Instructions
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B15,,EA 2810 Fundamentals of Tech ELINT
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B16,,Math for SIGINT (1030 Math Package)
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B17,,NWP 10-1-40 Electronic Warfare Coordination
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B18,,NWP 10-1-12 Maritime Reporting System
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B19,,Anti-Air Missile Support
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B20,,Anti-Air Cruise Missile B21
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B22,,ATP-29 Supp 1 NATO Maritime Equipment Capabilities and Data
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,B23,,ATP-1 (Vol 2) Allied Maritime Tactical Signal & Manoeuvring Book
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C1,,Jane’s Publication
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C2,,Applied ECM Volume 1 & 2
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C3,,Electronic Countermeasures
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C4,,Principles of Naval Weapon system
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C5,,AN/ULR 501 Acquisition Detection System Operators Manual
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C6,,Block 1B CIWS Handbook C7
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C8,,NAVSEA ULSS-15/1B Operational Logistic Support C9
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C10,,Applied ECM Vol 1
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C11,,Applied ECM Vol 2
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C12,,Combat Fleets of the World
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C13,,Introduction to Radar Systems
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C14,,Lloyd’s Registry
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C15,,Principles of Radar
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C16,,Radar Fundamentals
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C17,,Radar Handbook
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C18,,Radar System Analyses Version No:2.7 MITE Crse ID:120689
MARPAC_451449_QSP_NESOP_RQS1_120689_ALAZ_v.2.7_20Aug15.pdf,C19,,AN/SRd-504 Factory Training Guide Approved: 20 Aug 2015 Version No:2.7 MITE Crse ID:120689
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A2,,B-GJ-005-104-FP-021 - The Law of Armed Conflict
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A3,,B-GJ-005-104-FP-023 - CODE OF CONDUCT for CF Personnel
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A4,B-GL-309-003/FT-001,– Infantry Section and Platoon In Battle Vol 3
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A5,,B-GJ-005-501 FP-000 - Use Of Force
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A6,,C-71-318 series – Sig Sauer P225 technical publications
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A7,,C-71-294 series – C8 technical publications
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A8,B-GL-331-002/FP-001,– Staff Duties for Land Operations B-GJ-005-500/FP-001 – Canadian Forces Joint Publication 5.0 Canadian A9 Forces Operational Planning Process
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A10,,CANSOFCOM Maritime Special Operations SOPs 2005 (NOTAL)
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A11,,RCN FP SOP v4.0
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A12,,CFCD 108 (B)
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A13,,JCET TF Tactical C-IED Aide Memoire v4.0 ACP 125 CANSUPP – 1(B) Radio Telephone Procedures For The Land A14 Environment
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A15,A-PD-050-010/PG-007,FMC Officer Examinations Estimate of the Situation B-GL-392-003/FP-001 - MILITARY TRAINING - RAPPELLING TECHNIQUES A16 AND PROCEDURES
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A17,B-GL-361-004/FP-001,Army Rigging
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A18,,SO RHIB Coxn QSP
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A19,B-GL-381-001/TS-001,Operational Training – Training Safety
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A20,B-GL-361-004/FP-001,Engineer Field Manual Vol 15 - Rigging
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A21,,NAVORD 2100-2 Controlled Access Zones
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A22,,RCN SSOs AL9 mc1
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A23,,MTO Shooting Package
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A24,B-GL-300-003/FP-001,– Command In Land Operations
MARPAC_QSP_Maritime Tactical Operators Course (MTOC)_ALJP_121685_V1_0_Feb_19.pdf,A25,B-GL-334-001/FP-001,– Standard Employing Procedures for Land Operations
